"cfi","text"
"epubcfi(/6/14!/4/2[pgepubid00018]/376)","JULIET.O God! I have an ill-divining soul!Methinks I see thee, now thou art so low,As one dead in the bottom of a tomb.Either my eyesight fails, or thou look’st pale."
"epubcfi(/6/14!/4/2[pgepubid00018]/378)","ROMEO.And trust me, love, in my eye so do you.Dry sorrow drinks our blood. Adieu, adieu."
"epubcfi(/6/14!/4/2[pgepubid00018]/380)","[Exit below.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/382)","JULIET.O Fortune, Fortune! All men call thee fickle,If thou art fickle, what dost thou with himThat is renown’d for faith? Be fickle, Fortune;For then, I hope thou wilt not keep him longBut send him back."
"epubcfi(/6/14!/4/2[pgepubid00018]/384)","LADY CAPULET.[Within.] Ho, daughter, are you up?"
"epubcfi(/6/14!/4/2[pgepubid00018]/386)","JULIET.Who is’t that calls? Is it my lady mother?Is she not down so late, or up so early?What unaccustom’d cause procures her hither?"
"epubcfi(/6/14!/4/2[pgepubid00018]/388)","Enter Lady Capulet."
"epubcfi(/6/14!/4/2[pgepubid00018]/390)","LADY CAPULET.Why, how now, Juliet?"
"epubcfi(/6/14!/4/2[pgepubid00018]/392)","JULIET.Madam, I am not well."
"epubcfi(/6/14!/4/2[pgepubid00018]/394)","LADY CAPULET.Evermore weeping for your cousin’s death?What, wilt thou wash him from his grave with tears?And if thou couldst, thou couldst not make him live.Therefore have done: some grief shows much of love,But much of grief shows still some want of wit."
"epubcfi(/6/14!/4/2[pgepubid00018]/396)","JULIET.Yet let me weep for such a feeling loss."
"epubcfi(/6/14!/4/2[pgepubid00018]/398)","LADY CAPULET.So shall you feel the loss, but not the friendWhich you weep for."
"epubcfi(/6/14!/4/2[pgepubid00018]/400)","JULIET.Feeling so the loss,I cannot choose but ever weep the friend."
"epubcfi(/6/14!/4/2[pgepubid00018]/402)","LADY CAPULET.Well, girl, thou weep’st not so much for his deathAs that the villain lives which slaughter’d him."
"epubcfi(/6/14!/4/2[pgepubid00018]/404)","JULIET.What villain, madam?"
"epubcfi(/6/14!/4/2[pgepubid00018]/406)","LADY CAPULET.That same villain Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/408)","JULIET.Villain and he be many miles asunder.God pardon him. I do, with all my heart.And yet no man like he doth grieve my heart."
"epubcfi(/6/14!/4/2[pgepubid00018]/410)","LADY CAPULET.That is because the traitor murderer lives."
"epubcfi(/6/14!/4/2[pgepubid00018]/412)","JULIET.Ay madam, from the reach of these my hands.Would none but I might venge my cousin’s death."
"epubcfi(/6/14!/4/2[pgepubid00018]/414)","LADY CAPULET.We will have vengeance for it, fear thou not.Then weep no more. I’ll send to one in Mantua,Where that same banish’d runagate doth live,Shall give him such an unaccustom’d dramThat he shall soon keep Tybalt company:And then I hope thou wilt be satisfied."
"epubcfi(/6/14!/4/2[pgepubid00018]/416)","JULIET.Indeed I never shall be satisfiedWith Romeo till I behold him—dead—Is my poor heart so for a kinsman vex’d.Madam, if you could find out but a manTo bear a poison, I would temper it,That Romeo should upon receipt thereof,Soon sleep in quiet. O, how my heart abhorsTo hear him nam’d, and cannot come to him,To wreak the love I bore my cousinUpon his body that hath slaughter’d him."
"epubcfi(/6/14!/4/2[pgepubid00018]/418)","LADY CAPULET.Find thou the means, and I’ll find such a man.But now I’ll tell thee joyful tidings, girl."
"epubcfi(/6/14!/4/2[pgepubid00018]/420)","JULIET.And joy comes well in such a needy time.What are they, I beseech your ladyship?"
"epubcfi(/6/14!/4/2[pgepubid00018]/422)","LADY CAPULET.Well, well, thou hast a careful father, child;One who to put thee from thy heaviness,Hath sorted out a sudden day of joy,That thou expects not, nor I look’d not for."
"epubcfi(/6/14!/4/2[pgepubid00018]/424)","JULIET.Madam, in happy time, what day is that?"
"epubcfi(/6/14!/4/2[pgepubid00018]/426)","LADY CAPULET.Marry, my child, early next Thursday mornThe gallant, young, and noble gentleman,The County Paris, at Saint Peter’s Church,Shall happily make thee there a joyful bride."
"epubcfi(/6/14!/4/2[pgepubid00018]/428)","JULIET.Now by Saint Peter’s Church, and Peter too,He shall not make me there a joyful bride.I wonder at this haste, that I must wedEre he that should be husband comes to woo.I pray you tell my lord and father, madam,I will not marry yet; and when I do, I swearIt shall be Romeo, whom you know I hate,Rather than Paris. These are news indeed."
"epubcfi(/6/14!/4/2[pgepubid00018]/430)","LADY CAPULET.Here comes your father, tell him so yourself,And see how he will take it at your hands."
"epubcfi(/6/14!/4/2[pgepubid00018]/432)","Enter Capulet andNurse."
"epubcfi(/6/14!/4/2[pgepubid00018]/434)","CAPULET.When the sun sets, the air doth drizzle dew;But for the sunset of my brother’s sonIt rains downright.How now? A conduit, girl? What, still in tears?Evermore showering? In one little bodyThou counterfeits a bark, a sea, a wind.For still thy eyes, which I may call the sea,Do ebb and flow with tears; the bark thy body is,Sailing in this salt flood, the winds, thy sighs,Who raging with thy tears and they with them,Without a sudden calm will oversetThy tempest-tossed body. How now, wife?Have you deliver’d to her our decree?"
"epubcfi(/6/14!/4/2[pgepubid00018]/436)","LADY CAPULET.Ay, sir; but she will none, she gives you thanks.I would the fool were married to her grave."
"epubcfi(/6/14!/4/2[pgepubid00018]/438)","CAPULET.Soft. Take me with you, take me with you, wife.How, will she none? Doth she not give us thanks?Is she not proud? Doth she not count her blest,Unworthy as she is, that we have wroughtSo worthy a gentleman to be her bridegroom?"
"epubcfi(/6/14!/4/2[pgepubid00018]/440)","JULIET.Not proud you have, but thankful that you have.Proud can I never be of what I hate;But thankful even for hate that is meant love."
"epubcfi(/6/14!/4/2[pgepubid00018]/442)","CAPULET.How now, how now, chopp’d logic? What is this?Proud, and, I thank you, and I thank you not;And yet not proud. Mistress minion you,Thank me no thankings, nor proud me no prouds,But fettle your fine joints ’gainst Thursday nextTo go with Paris to Saint Peter’s Church,Or I will drag thee on a hurdle thither.Out, you green-sickness carrion! Out, you baggage!You tallow-face!"
"epubcfi(/6/14!/4/2[pgepubid00018]/444)","LADY CAPULET.Fie, fie! What, are you mad?"
"epubcfi(/6/14!/4/2[pgepubid00018]/446)","JULIET.Good father, I beseech you on my knees,Hear me with patience but to speak a word."
"epubcfi(/6/14!/4/2[pgepubid00018]/448)","CAPULET.Hang thee young baggage, disobedient wretch!I tell thee what,—get thee to church a Thursday,Or never after look me in the face.Speak not, reply not, do not answer me.My fingers itch. Wife, we scarce thought us blestThat God had lent us but this only child;But now I see this one is one too much,And that we have a curse in having her.Out on her, hilding."
"epubcfi(/6/14!/4/2[pgepubid00018]/450)","NURSE.God in heaven bless her.You are to blame, my lord, to rate her so."
"epubcfi(/6/14!/4/2[pgepubid00018]/452)","CAPULET.And why, my lady wisdom? Hold your tongue,Good prudence; smatter with your gossips, go."
"epubcfi(/6/14!/4/2[pgepubid00018]/454)","NURSE.I speak no treason."
"epubcfi(/6/14!/4/2[pgepubid00018]/456)","CAPULET.O God ye good-en!"
"epubcfi(/6/14!/4/2[pgepubid00018]/458)","NURSE.May not one speak?"
"epubcfi(/6/14!/4/2[pgepubid00018]/460)","CAPULET.Peace, you mumbling fool!Utter your gravity o’er a gossip’s bowl,For here we need it not."
"epubcfi(/6/14!/4/2[pgepubid00018]/462)","LADY CAPULET.You are too hot."
"epubcfi(/6/14!/4/2[pgepubid00018]/464)","CAPULET.God’s bread, it makes me mad!Day, night, hour, ride, time, work, play,Alone, in company, still my care hath beenTo have her match’d, and having now providedA gentleman of noble parentage,Of fair demesnes, youthful, and nobly allied,Stuff’d, as they say, with honourable parts,Proportion’d as one’s thought would wish a man,And then to have a wretched puling fool,A whining mammet, in her fortune’s tender,To answer, ‘I’ll not wed, I cannot love,I am too young, I pray you pardon me.’But, and you will not wed, I’ll pardon you.Graze where you will, you shall not house with me.Look to’t, think on’t, I do not use to jest.Thursday is near; lay hand on heart, advise.And you be mine, I’ll give you to my friend;And you be not, hang, beg, starve, die in the streets,For by my soul, I’ll ne’er acknowledge thee,Nor what is mine shall never do thee good.Trust to’t, bethink you, I’ll not be forsworn."
"epubcfi(/6/14!/4/2[pgepubid00018]/466)","[Exit.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/468)","JULIET.Is there no pity sitting in the clouds,That sees into the bottom of my grief?O sweet my mother, cast me not away,Delay this marriage for a month, a week,Or, if you do not, make the bridal bedIn that dim monument where Tybalt lies."
"epubcfi(/6/14!/4/2[pgepubid00018]/470)","LADY CAPULET.Talk not to me, for I’ll not speak a word.Do as thou wilt, for I have done with thee."
"epubcfi(/6/14!/4/2[pgepubid00018]/472)","[Exit.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/474)","JULIET.O God! O Nurse, how shall this be prevented?My husband is on earth, my faith in heaven.How shall that faith return again to earth,Unless that husband send it me from heavenBy leaving earth? Comfort me, counsel me.Alack, alack, that heaven should practise stratagemsUpon so soft a subject as myself.What say’st thou? Hast thou not a word of joy?Some comfort, Nurse."
"epubcfi(/6/14!/4/2[pgepubid00018]/476)","NURSE.Faith, here it is.Romeo is banished; and all the world to nothingThat he dares ne’er come back to challenge you.Or if he do, it needs must be by stealth.Then, since the case so stands as now it doth,I think it best you married with the County.O, he’s a lovely gentleman.Romeo’s a dishclout to him. An eagle, madam,Hath not so green, so quick, so fair an eyeAs Paris hath. Beshrew my very heart,I think you are happy in this second match,For it excels your first: or if it did not,Your first is dead, or ’twere as good he were,As living here and you no use of him."
"epubcfi(/6/14!/4/2[pgepubid00018]/478)","JULIET.Speakest thou from thy heart?"
"epubcfi(/6/14!/4/2[pgepubid00018]/480)","NURSE.And from my soul too,Or else beshrew them both."
"epubcfi(/6/14!/4/2[pgepubid00018]/482)","JULIET.Amen."
"epubcfi(/6/14!/4/2[pgepubid00018]/484)","NURSE.What?"
"epubcfi(/6/14!/4/2[pgepubid00018]/486)","JULIET.Well, thou hast comforted me marvellous much.Go in, and tell my lady I am gone,Having displeas’d my father, to Lawrence’ cell,To make confession and to be absolv’d."
"epubcfi(/6/14!/4/2[pgepubid00018]/488)","NURSE.Marry, I will; and this is wisely done."
"epubcfi(/6/14!/4/2[pgepubid00018]/490)","[Exit.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/492)","JULIET.Ancient damnation! O most wicked fiend!Is it more sin to wish me thus forsworn,Or to dispraise my lord with that same tongueWhich she hath prais’d him with above compareSo many thousand times? Go, counsellor.Thou and my bosom henceforth shall be twain.I’ll to the Friar to know his remedy.If all else fail, myself have power to die."
"epubcfi(/6/14!/4/2[pgepubid00018]/494)","[Exit.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/6)","Enter Friar Lawrence andParis."
"epubcfi(/6/16!/4/2[pgepubid00024]/8)","FRIAR LAWRENCE.On Thursday, sir? The time is very short."
"epubcfi(/6/16!/4/2[pgepubid00024]/10)","PARIS.My father Capulet will have it so;And I am nothing slow to slack his haste."
"epubcfi(/6/16!/4/2[pgepubid00024]/12)","FRIAR LAWRENCE.You say you do not know the lady’s mind.Uneven is the course; I like it not."
"epubcfi(/6/16!/4/2[pgepubid00024]/14)","PARIS.Immoderately she weeps for Tybalt’s death,And therefore have I little talk’d of love;For Venus smiles not in a house of tears.Now, sir, her father counts it dangerousThat she do give her sorrow so much sway;And in his wisdom, hastes our marriage,To stop the inundation of her tears,Which, too much minded by herself alone,May be put from her by society.Now do you know the reason of this haste."
"epubcfi(/6/16!/4/2[pgepubid00024]/16)","FRIAR LAWRENCE.[Aside.] I would I knew not why it should be slow’d.—Look, sir, here comes the lady toward my cell."
"epubcfi(/6/16!/4/2[pgepubid00024]/18)","Enter Juliet."
"epubcfi(/6/16!/4/2[pgepubid00024]/20)","PARIS.Happily met, my lady and my wife!"
"epubcfi(/6/16!/4/2[pgepubid00024]/22)","JULIET.That may be, sir, when I may be a wife."
"epubcfi(/6/16!/4/2[pgepubid00024]/24)","PARIS.That may be, must be, love, on Thursday next."
"epubcfi(/6/16!/4/2[pgepubid00024]/26)","JULIET.What must be shall be."
"epubcfi(/6/16!/4/2[pgepubid00024]/28)","FRIAR LAWRENCE.That’s a certain text."
"epubcfi(/6/16!/4/2[pgepubid00024]/30)","PARIS.Come you to make confession to this father?"
"epubcfi(/6/16!/4/2[pgepubid00024]/32)","JULIET.To answer that, I should confess to you."
"epubcfi(/6/16!/4/2[pgepubid00024]/34)","PARIS.Do not deny to him that you love me."
"epubcfi(/6/16!/4/2[pgepubid00024]/36)","JULIET.I will confess to you that I love him."
"epubcfi(/6/16!/4/2[pgepubid00024]/38)","PARIS.So will ye, I am sure, that you love me."
"epubcfi(/6/16!/4/2[pgepubid00024]/40)","JULIET.If I do so, it will be of more price,Being spoke behind your back than to your face."
"epubcfi(/6/16!/4/2[pgepubid00024]/42)","PARIS.Poor soul, thy face is much abus’d with tears."
"epubcfi(/6/16!/4/2[pgepubid00024]/44)","JULIET.The tears have got small victory by that;For it was bad enough before their spite."
"epubcfi(/6/16!/4/2[pgepubid00024]/46)","PARIS.Thou wrong’st it more than tears with that report."
"epubcfi(/6/16!/4/2[pgepubid00024]/48)","JULIET.That is no slander, sir, which is a truth,And what I spake, I spake it to my face."
"epubcfi(/6/16!/4/2[pgepubid00024]/50)","PARIS.Thy face is mine, and thou hast slander’d it."
"epubcfi(/6/16!/4/2[pgepubid00024]/52)","JULIET.It may be so, for it is not mine own.Are you at leisure, holy father, now,Or shall I come to you at evening mass?"
"epubcfi(/6/16!/4/2[pgepubid00024]/54)","FRIAR LAWRENCE.My leisure serves me, pensive daughter, now.—My lord, we must entreat the time alone."
"epubcfi(/6/16!/4/2[pgepubid00024]/56)","PARIS.God shield I should disturb devotion!—Juliet, on Thursday early will I rouse ye,Till then, adieu; and keep this holy kiss."
"epubcfi(/6/16!/4/2[pgepubid00024]/58)","[Exit.]"
"epubcfi(/6/16!/4/2[pgepubid00024]/60)","JULIET.O shut the door, and when thou hast done so,Come weep with me, past hope, past cure, past help!"
"epubcfi(/6/16!/4/2[pgepubid00024]/62)","FRIAR LAWRENCE.O Juliet, I already know thy grief;It strains me past the compass of my wits.I hear thou must, and nothing may prorogue it,On Thursday next be married to this County."
"epubcfi(/6/16!/4/2[pgepubid00024]/64)","JULIET.Tell me not, Friar, that thou hear’st of this,Unless thou tell me how I may prevent it.If in thy wisdom, thou canst give no help,Do thou but call my resolution wise,And with this knife I’ll help it presently.God join’d my heart and Romeo’s, thou our hands;And ere this hand, by thee to Romeo’s seal’d,Shall be the label to another deed,Or my true heart with treacherous revoltTurn to another, this shall slay them both.Therefore, out of thy long-experienc’d time,Give me some present counsel, or behold’Twixt my extremes and me this bloody knifeShall play the empire, arbitrating thatWhich the commission of thy years and artCould to no issue of true honour bring.Be not so long to speak. I long to die,If what thou speak’st speak not of remedy."
